Chromosome;Type;Coord1;Coord2;Strand;ID;Name
chr9;miRNA_primary_transcript;91636251;91636361;+;MI0016414;hsa-mir-3910-1
chr9;miRNA_primary_transcript;127690687;127690795;-;MI0016415;hsa-mir-3911
chr5;miRNA_primary_transcript;171386656;171386760;-;MI0016416;hsa-mir-3912
chr12;miRNA_primary_transcript;69584722;69584823;-;MI0016417;hsa-mir-3913-1
chr12;miRNA_primary_transcript;69584723;69584822;+;MI0016418;hsa-mir-3913-2
chr7;miRNA_primary_transcript;71307672;71307770;-;MI0016419;hsa-mir-3914-1
chrX;miRNA_primary_transcript;32583656;32583752;-;MI0016420;hsa-mir-3915
chr7;miRNA_primary_transcript;71307674;71307768;+;MI0016421;hsa-mir-3914-2
chr1;miRNA_primary_transcript;247201967;247202060;-;MI0016422;hsa-mir-3916
chr1;miRNA_primary_transcript;25906362;25906454;-;MI0016423;hsa-mir-3917
chr6;miRNA_primary_transcript;158764661;158764753;-;MI0016424;hsa-mir-3918
chr3;miRNA_primary_transcript;159282646;159282734;+;MI0016425;hsa-mir-3919
chr8;miRNA_primary_transcript;95072911;95072996;-;MI0016426;hsa-mir-3150b
chr11;miRNA_primary_transcript;101519820;101519905;-;MI0016427;hsa-mir-3920
chr3;miRNA_primary_transcript;99964314;99964398;-;MI0016428;hsa-mir-3921
chr12;miRNA_primary_transcript;104591633;104591716;+;MI0016429;hsa-mir-3922
chr3;miRNA_primary_transcript;79507887;79507969;+;MI0016430;hsa-mir-3923
chr9;miRNA_primary_transcript;91636264;91636345;-;MI0016431;hsa-mir-3910-2
chr10;miRNA_primary_transcript;57304479;57304559;-;MI0016432;hsa-mir-3924
chr6;miRNA_primary_transcript;36622436;36622512;-;MI0016433;hsa-mir-3925
chr8;miRNA_primary_transcript;12727232;12727304;-;MI0016434;hsa-mir-3926-1
chr9;miRNA_primary_transcript;109511475;109511545;-;MI0016435;hsa-mir-3927
chrX;miRNA_primary_transcript;70022857;70022923;+;MI0016436;hsa-mir-676
chr8;miRNA_primary_transcript;12727237;12727299;+;MI0016437;hsa-mir-3926-2
chr22;miRNA_primary_transcript;31160062;31160119;-;MI0016438;hsa-mir-3928
chr18;miRNA_primary_transcript;35934088;35934142;-;MI0016439;hsa-mir-3929
chr6;miRNA_primary_transcript;33698128;33698234;+;MI0016590;hsa-mir-3934
chr16;miRNA_primary_transcript;56245520;56245623;+;MI0016591;hsa-mir-3935
chr5;miRNA_primary_transcript;132365490;132365599;-;MI0016592;hsa-mir-3936
chrX;miRNA_primary_transcript;39661216;39661321;+;MI0016593;hsa-mir-3937
chr3;miRNA_primary_transcript;55852492;55852594;-;MI0016594;hsa-mir-3938
chr14;miRNA_primary_transcript;47760995;47761104;-;MI0016595;hsa-mir-548y
chr6;miRNA_primary_transcript;166997807;166997912;-;MI0016596;hsa-mir-3939
chr19;miRNA_primary_transcript;6416410;6416511;-;MI0016597;hsa-mir-3940
chr10;miRNA_primary_transcript;122416965;122417067;+;MI0016598;hsa-mir-3941
chr15;miRNA_primary_transcript;35372256;35372364;-;MI0016599;hsa-mir-3942
chr7;miRNA_primary_transcript;43150895;43150994;+;MI0016600;hsa-mir-3943
chr10;miRNA_primary_transcript;133371556;133371663;-;MI0016601;hsa-mir-3944
chr4;miRNA_primary_transcript;184851013;184851110;-;MI0016602;hsa-mir-3945
chrX;miRNA_primary_transcript;74218549;74218618;+;MI0016684;hsa-mir-374c
chr19;miRNA_primary_transcript;45674932;45675008;-;MI0016685;hsa-mir-642b
chr7;miRNA_primary_transcript;30289794;30289890;-;MI0016686;hsa-mir-550b-1
chr7;miRNA_primary_transcript;32732981;32733077;-;MI0016687;hsa-mir-550b-2
chr12;miRNA_primary_transcript;64622509;64622605;-;MI0016688;hsa-mir-548z
chr8;miRNA_primary_transcript;123348034;123348130;+;MI0016689;hsa-mir-548aa-1
chr17;miRNA_primary_transcript;67471489;67471585;+;MI0016690;hsa-mir-548aa-2
chr20;miRNA_primary_transcript;38516563;38516632;+;MI0016746;hsa-mir-548o-2
chr10;miRNA_primary_transcript;23393405;23393467;+;MI0016747;hsa-mir-1254-2
chr17;miRNA_primary_transcript;80098828;80098877;+;MI0016748;hsa-mir-1268b
chr4;miRNA_primary_transcript;5923275;5923328;-;MI0016749;hsa-mir-378d-1
chr5;miRNA_primary_transcript;170028488;170028566;+;MI0016750;hsa-mir-378e
chr6;miRNA_primary_transcript;131792172;131792231;+;MI0016751;hsa-mir-548h-5
chr3;miRNA_primary_transcript;103524033;103524116;-;MI0016752;hsa-mir-548ab
chr1;miRNA_primary_transcript;5564071;5564143;+;MI0016753;hsa-mir-4417
chr1;miRNA_primary_transcript;22266239;22266300;+;MI0016754;hsa-mir-4418
chr1;miRNA_primary_transcript;23057858;23057934;-;MI0016755;hsa-mir-4419a
chr1;miRNA_primary_transcript;23929070;23929147;+;MI0016756;hsa-mir-378f
chr1;miRNA_primary_transcript;30739156;30739232;-;MI0016757;hsa-mir-4420
chr1;miRNA_primary_transcript;51059837;51059905;+;MI0016758;hsa-mir-4421
chr1;miRNA_primary_transcript;55225641;55225723;+;MI0016759;hsa-mir-4422
chr1;miRNA_primary_transcript;85133794;85133873;+;MI0016760;hsa-mir-4423
chr1;miRNA_primary_transcript;94745860;94745900;-;MI0016761;hsa-mir-378g
chr1;miRNA_primary_transcript;116560024;116560111;-;MI0016762;hsa-mir-548ac
chr1;miRNA_primary_transcript;178677749;178677834;+;MI0016763;hsa-mir-4424
chr1;miRNA_primary_transcript;25023503;25023586;+;MI0016764;hsa-mir-4425
chr1;miRNA_primary_transcript;192716328;192716390;+;MI0016765;hsa-mir-4426
chr1;miRNA_primary_transcript;233624152;233624219;+;MI0016766;hsa-mir-4427
chr1;miRNA_primary_transcript;237471119;237471191;+;MI0016767;hsa-mir-4428
chr2;miRNA_primary_transcript;11540605;11540677;-;MI0016768;hsa-mir-4429
chr2;miRNA_primary_transcript;33418516;33418564;+;MI0016769;hsa-mir-4430
chr2;miRNA_primary_transcript;35471405;35471486;+;MI0016770;hsa-mir-548ad
chr2;miRNA_primary_transcript;52702522;52702615;-;MI0016771;hsa-mir-4431
chr2;miRNA_primary_transcript;60387362;60387445;-;MI0016772;hsa-mir-4432
chr2;miRNA_primary_transcript;64340759;64340839;+;MI0016773;hsa-mir-4433a
chr2;miRNA_primary_transcript;64525513;64525565;+;MI0016774;hsa-mir-4434
chr2;miRNA_primary_transcript;87629755;87629834;+;MI0016775;hsa-mir-4435-1
chr2;miRNA_primary_transcript;88812370;88812454;+;MI0016776;hsa-mir-4436a
chr2;miRNA_primary_transcript;111321013;111321086;-;MI0016777;hsa-mir-4435-2
chr2;miRNA_primary_transcript;181305593;181305652;-;MI0016778;hsa-mir-4437
chr2;miRNA_primary_transcript;184378975;184379044;+;MI0016779;hsa-mir-548ae-1
chr5;miRNA_primary_transcript;58530043;58530109;-;MI0016780;hsa-mir-548ae-2
chr2;miRNA_primary_transcript;213758067;213758159;+;MI0016781;hsa-mir-4438
chr2;miRNA_primary_transcript;225010461;225010540;-;MI0016782;hsa-mir-4439
chr2;miRNA_primary_transcript;239068817;239068914;-;MI0016783;hsa-mir-4440
chr2;miRNA_primary_transcript;239085827;239085926;-;MI0016784;hsa-mir-4441
chr3;miRNA_primary_transcript;25664873;25664939;-;MI0016785;hsa-mir-4442
chr3;miRNA_primary_transcript;48196564;48196616;+;MI0016786;hsa-mir-4443
chr2;miRNA_primary_transcript;177212726;177212799;+;MI0016787;hsa-mir-4444-1
chr3;miRNA_primary_transcript;109602828;109602897;+;MI0016788;hsa-mir-4445
chr3;miRNA_primary_transcript;113594876;113594942;+;MI0016789;hsa-mir-4446
chr3;miRNA_primary_transcript;116850277;116850367;-;MI0016790;hsa-mir-4447
chr3;miRNA_primary_transcript;183886800;183886885;+;MI0016791;hsa-mir-4448
chr4;miRNA_primary_transcript;52712682;52712747;+;MI0016792;hsa-mir-4449
chr4;miRNA_primary_transcript;60922619;60922684;+;MI0016793;hsa-mir-548ag-1
chr20;miRNA_primary_transcript;60564562;60564625;+;MI0016794;hsa-mir-548ag-2
chr4;miRNA_primary_transcript;76573568;76573632;+;MI0016795;hsa-mir-4450
chr4;miRNA_primary_transcript;76575551;76575626;+;MI0016796;hsa-mir-548ah
chr4;miRNA_primary_transcript;85722468;85722533;+;MI0016797;hsa-mir-4451
chr4;miRNA_primary_transcript;86542482;86542552;-;MI0016798;hsa-mir-4452
chr4;miRNA_primary_transcript;152536428;152536516;+;MI0016799;hsa-mir-4453
chr4;miRNA_primary_transcript;163093574;163093628;-;MI0016800;hsa-mir-4454
chr4;miRNA_primary_transcript;184938383;184938440;-;MI0016801;hsa-mir-4455
chr5;miRNA_primary_transcript;535840;535882;-;MI0016802;hsa-mir-4456
chr5;miRNA_primary_transcript;1309310;1309377;-;MI0016803;hsa-mir-4457
chr5;miRNA_primary_transcript;8460925;8460999;+;MI0016804;hsa-mir-4458
chr5;miRNA_primary_transcript;54075518;54075583;-;MI0016805;hsa-mir-4459
chr5;miRNA_primary_transcript;129397062;129397147;-;MI0016806;hsa-mir-4460
chr5;miRNA_primary_transcript;134928039;134928112;+;MI0016807;hsa-mir-4461
chr5;miRNA_primary_transcript;154829458;154829540;+;MI0016808;hsa-mir-378h
chr6;miRNA_primary_transcript;32749912;32749979;-;MI0016809;hsa-mir-3135b
chr6;miRNA_primary_transcript;37555365;37555422;-;MI0016810;hsa-mir-4462
chr6;miRNA_primary_transcript;75428407;75428473;+;MI0016811;hsa-mir-4463
chr6;miRNA_primary_transcript;90312742;90312833;+;MI0016812;hsa-mir-4464
chr6;miRNA_primary_transcript;99124609;99124696;+;MI0016813;hsa-mir-548ai
chr6;miRNA_primary_transcript;132115192;132115263;-;MI0016814;hsa-mir-548aj-1
chrX;miRNA_primary_transcript;38023895;38023986;-;MI0016815;hsa-mir-548aj-2
chr6;miRNA_primary_transcript;140683814;140683883;+;MI0016816;hsa-mir-4465
chr6;miRNA_primary_transcript;156779678;156779731;-;MI0016817;hsa-mir-4466
chr7;miRNA_primary_transcript;102471469;102471531;+;MI0016818;hsa-mir-4467
chr7;miRNA_primary_transcript;138123758;138123821;+;MI0016819;hsa-mir-4468
chr8;miRNA_primary_transcript;42896197;42896275;-;MI0016820;hsa-mir-4469
chr8;miRNA_primary_transcript;61714788;61714859;+;MI0016821;hsa-mir-4470
chr8;miRNA_primary_transcript;100382763;100382845;+;MI0016822;hsa-mir-4471
chr8;miRNA_primary_transcript;142176339;142176418;+;MI0016823;hsa-mir-4472-1
chr12;miRNA_primary_transcript;116428252;116428318;-;MI0016824;hsa-mir-4472-2
chr9;miRNA_primary_transcript;20411148;20411238;-;MI0016825;hsa-mir-4473
chr9;miRNA_primary_transcript;20502265;20502342;-;MI0016826;hsa-mir-4474
chr9;miRNA_primary_transcript;36823539;36823599;-;MI0016827;hsa-mir-4475
chr9;miRNA_primary_transcript;36893462;36893531;-;MI0016828;hsa-mir-4476
chr9;miRNA_primary_transcript;41233755;41233835;+;MI0016829;hsa-mir-4477a
chr9;miRNA_primary_transcript;63819574;63819654;+;MI0016830;hsa-mir-4477b
chr9;miRNA_primary_transcript;122120082;122120167;-;MI0016831;hsa-mir-4478
chr9;miRNA_primary_transcript;134849298;134849369;-;MI0016832;hsa-mir-3689c
chr13;miRNA_primary_transcript;65966330;65966429;-;MI0016833;hsa-mir-548x-2
chr9;miRNA_primary_transcript;134849609;134849682;-;MI0016834;hsa-mir-3689d-1
chr9;miRNA_primary_transcript;134850277;134850356;-;MI0016835;hsa-mir-3689d-2
chr9;miRNA_primary_transcript;134850570;134850641;-;MI0016836;hsa-mir-3689e
chr9;miRNA_primary_transcript;134850742;134850807;-;MI0016837;hsa-mir-3689f
chr9;miRNA_primary_transcript;136886733;136886803;+;MI0016838;hsa-mir-4479
chr10;miRNA_primary_transcript;6152207;6152262;-;MI0016839;hsa-mir-3155b
chr10;miRNA_primary_transcript;12130760;12130816;-;MI0016840;hsa-mir-548ak
chr10;miRNA_primary_transcript;12578753;12578823;+;MI0016841;hsa-mir-4480
chr10;miRNA_primary_transcript;12653138;12653197;-;MI0016842;hsa-mir-4481
chr10;miRNA_primary_transcript;104268336;104268405;-;MI0016843;hsa-mir-4482
chr10;miRNA_primary_transcript;113777993;113778054;-;MI0016844;hsa-mir-4483
chr10;miRNA_primary_transcript;125819740;125819822;+;MI0016845;hsa-mir-4484
chr11;miRNA_primary_transcript;10508270;10508326;-;MI0016846;hsa-mir-4485
chr11;miRNA_primary_transcript;19575310;19575372;+;MI0016847;hsa-mir-4486
chr11;miRNA_primary_transcript;47400970;47401042;+;MI0016848;hsa-mir-4487
chr11;miRNA_primary_transcript;61508596;61508657;+;MI0016849;hsa-mir-4488
chr11;miRNA_primary_transcript;65649192;65649253;+;MI0016850;hsa-mir-4489
chr11;miRNA_primary_transcript;74399237;74399333;+;MI0016851;hsa-mir-548al
chr11;miRNA_primary_transcript;90555774;90555857;-;MI0016852;hsa-mir-4490
chr11;miRNA_primary_transcript;111347757;111347824;+;MI0016853;hsa-mir-4491
chr11;miRNA_primary_transcript;118910708;118910787;+;MI0016854;hsa-mir-4492
chr11;miRNA_primary_transcript;123381440;123381512;-;MI0016855;hsa-mir-4493
chr12;miRNA_primary_transcript;47364186;47364269;-;MI0016856;hsa-mir-4494
chr12;miRNA_primary_transcript;97939056;97939121;-;MI0016857;hsa-mir-4495
chr12;miRNA_primary_transcript;108635810;108635870;+;MI0016858;hsa-mir-4496
chr12;miRNA_primary_transcript;109833348;109833436;+;MI0016859;hsa-mir-4497
chr12;miRNA_primary_transcript;120155434;120155499;-;MI0016860;hsa-mir-4498
chr12;miRNA_primary_transcript;128244506;128244573;+;MI0016861;hsa-mir-4419b
chr13;miRNA_primary_transcript;20433778;20433846;-;MI0016862;hsa-mir-4499
chr13;miRNA_primary_transcript;87618665;87618740;-;MI0016863;hsa-mir-4500
chr13;miRNA_primary_transcript;96427229;96427292;+;MI0016864;hsa-mir-4501
chr13;miRNA_primary_transcript;114273828;114273908;+;MI0016865;hsa-mir-4502
chr14;miRNA_primary_transcript;36952309;36952391;-;MI0016866;hsa-mir-4503
chr14;miRNA_primary_transcript;50299855;50299946;-;MI0016867;hsa-mir-4504
chr14;miRNA_primary_transcript;73758747;73758819;+;MI0016868;hsa-mir-4505
chr14;miRNA_primary_transcript;93948226;93948302;-;MI0016869;hsa-mir-4506
chr14;miRNA_primary_transcript;100814491;100814574;+;MI0016870;hsa-mir-2392
chr14;miRNA_primary_transcript;105858124;105858175;-;MI0016871;hsa-mir-4507
chr15;miRNA_primary_transcript;23562062;23562131;-;MI0016872;hsa-mir-4508
chr15;miRNA_primary_transcript;23197827;23197920;+;MI0016873;hsa-mir-4509-1
chr15;miRNA_primary_transcript;28426491;28426584;+;MI0016874;hsa-mir-4509-2
chr15;miRNA_primary_transcript;28490752;28490845;-;MI0016875;hsa-mir-4509-3
chr15;miRNA_primary_transcript;35926856;35926923;+;MI0016876;hsa-mir-4510
chr15;miRNA_primary_transcript;65719246;65719332;-;MI0016877;hsa-mir-4511
chr15;miRNA_primary_transcript;66496958;66497034;-;MI0016878;hsa-mir-4512
chr15;miRNA_primary_transcript;74788672;74788757;-;MI0016879;hsa-mir-4513
chr15;miRNA_primary_transcript;80997417;80997473;-;MI0016880;hsa-mir-4514
chr15;miRNA_primary_transcript;83067335;83067415;+;MI0016881;hsa-mir-4515
chr16;miRNA_primary_transcript;2133119;2133204;+;MI0016882;hsa-mir-4516
chr16;miRNA_primary_transcript;28958583;28958661;+;MI0016883;hsa-mir-4517
chr16;miRNA_primary_transcript;30503919;30504001;+;MI0016884;hsa-mir-4518
chr16;miRNA_primary_transcript;30875266;30875323;-;MI0016885;hsa-mir-4519
chr17;miRNA_primary_transcript;6655440;6655509;-;MI0016886;hsa-mir-4520-1
chr17;miRNA_primary_transcript;8186945;8187004;+;MI0016887;hsa-mir-4521
chr17;miRNA_primary_transcript;12917268;12917342;-;MI0016888;hsa-mir-1269b
chr17;miRNA_primary_transcript;27293910;27293996;-;MI0016889;hsa-mir-4522
chr17;miRNA_primary_transcript;29390662;29390730;+;MI0016890;hsa-mir-4523
chr17;miRNA_primary_transcript;69099564;69099632;-;MI0016891;hsa-mir-4524a
chr17;miRNA_primary_transcript;82668233;82668307;-;MI0016892;hsa-mir-4525
chr18;miRNA_primary_transcript;13611114;13611200;+;MI0016893;hsa-mir-4526
chr18;miRNA_primary_transcript;47380496;47380565;+;MI0016894;hsa-mir-4527
chr18;miRNA_primary_transcript;53237101;53237190;+;MI0016895;hsa-mir-4528
chr18;miRNA_primary_transcript;55479221;55479298;+;MI0016896;hsa-mir-4529
chr19;miRNA_primary_transcript;39409623;39409678;-;MI0016897;hsa-mir-4530
chr19;miRNA_primary_transcript;44653686;44653732;-;MI0016898;hsa-mir-4531
chr20;miRNA_primary_transcript;57895394;57895444;+;MI0016899;hsa-mir-4532
chr20;miRNA_primary_transcript;60478111;60478181;+;MI0016900;hsa-mir-4533
chr22;miRNA_primary_transcript;37988794;37988853;+;MI0016901;hsa-mir-4534
chr22;miRNA_primary_transcript;41923222;41923297;-;MI0016902;hsa-mir-378i
chr22;miRNA_primary_transcript;48780295;48780353;+;MI0016903;hsa-mir-4535
chrX;miRNA_primary_transcript;16627012;16627085;-;MI0016904;hsa-mir-548am
chrX;miRNA_primary_transcript;39837561;39837613;+;MI0016905;hsa-mir-1587
chrX;miRNA_primary_transcript;55451495;55451582;-;MI0016906;hsa-mir-4536-1
chrX;miRNA_primary_transcript;106639814;106639896;+;MI0016907;hsa-mir-548an
chr14;miRNA_primary_transcript;105859484;105859553;-;MI0016908;hsa-mir-4537
chr14;miRNA_primary_transcript;105858165;105858242;-;MI0016909;hsa-mir-4538
chr14;miRNA_primary_transcript;105857513;105857572;-;MI0016910;hsa-mir-4539
chr9;miRNA_primary_transcript;36864254;36864308;-;MI0016911;hsa-mir-4540
chr9;miRNA_primary_transcript;127785833;127785923;+;MI0016964;hsa-mir-3960
chr1;miRNA_primary_transcript;17277889;17277975;+;MI0016990;hsa-mir-3972
chr11;miRNA_primary_transcript;36010098;36010204;+;MI0016991;hsa-mir-3973
chr12;miRNA_primary_transcript;17673299;17673394;+;MI0016992;hsa-mir-3974
chr18;miRNA_primary_transcript;35591737;35591806;+;MI0016993;hsa-mir-3975
chr18;miRNA_primary_transcript;5840695;5840833;+;MI0016994;hsa-mir-3976
chr5;miRNA_primary_transcript;82840155;82840224;+;MI0016995;hsa-mir-3977
chrX;miRNA_primary_transcript;110082118;110082218;+;MI0016996;hsa-mir-3978
chr1;miRNA_primary_transcript;12191713;12191773;+;MI0017259;hsa-mir-4632
chr5;miRNA_primary_transcript;129097688;129097766;+;MI0017260;hsa-mir-4633
chr5;miRNA_primary_transcript;174751734;174751787;+;MI0017261;hsa-mir-4634
chr5;miRNA_primary_transcript;1062896;1062974;-;MI0017262;hsa-mir-4635
chr5;miRNA_primary_transcript;9053816;9053895;-;MI0017263;hsa-mir-4636
chr5;miRNA_primary_transcript;14825929;14826012;-;MI0017264;hsa-mir-4637
chr5;miRNA_primary_transcript;181222566;181222633;-;MI0017265;hsa-mir-4638
chr6;miRNA_primary_transcript;16141556;16141624;+;MI0017266;hsa-mir-4639
chr6;miRNA_primary_transcript;30890883;30890972;+;MI0017267;hsa-mir-4640
chr6;miRNA_primary_transcript;41598723;41598788;+;MI0017268;hsa-mir-4641
chr6;miRNA_primary_transcript;44435641;44435722;+;MI0017269;hsa-mir-4642
chr6;miRNA_primary_transcript;91521660;91521737;+;MI0017270;hsa-mir-4643
chr6;miRNA_primary_transcript;170330761;170330844;+;MI0017271;hsa-mir-4644
chr6;miRNA_primary_transcript;2854031;2854107;-;MI0017272;hsa-mir-4645
chr6;miRNA_primary_transcript;31701029;31701091;-;MI0017273;hsa-mir-4646
chr6;miRNA_primary_transcript;44254206;44254285;-;MI0017274;hsa-mir-4647
chr7;miRNA_primary_transcript;2527074;2527145;+;MI0017275;hsa-mir-4648
chr7;miRNA_primary_transcript;44110849;44110912;+;MI0017276;hsa-mir-4649
chr7;miRNA_primary_transcript;67114322;67114397;-;MI0017277;hsa-mir-4650-1
chr7;miRNA_primary_transcript;72697903;72697978;+;MI0017278;hsa-mir-4650-2
chr7;miRNA_primary_transcript;75915197;75915269;+;MI0017279;hsa-mir-4651
chr7;miRNA_primary_transcript;93716928;93717005;+;MI0017280;hsa-mir-4652
chr7;miRNA_primary_transcript;101159473;101159555;+;MI0017281;hsa-mir-4653
chr1;miRNA_primary_transcript;162157107;162157182;+;MI0017282;hsa-mir-4654
chr7;miRNA_primary_transcript;1844180;1844253;-;MI0017283;hsa-mir-4655
chr7;miRNA_primary_transcript;4788565;4788639;-;MI0017284;hsa-mir-4656
chr7;miRNA_primary_transcript;44881748;44881800;-;MI0017285;hsa-mir-4657
chr7;miRNA_primary_transcript;100156605;100156669;-;MI0017286;hsa-mir-4658
chr8;miRNA_primary_transcript;6745164;6745244;+;MI0017287;hsa-mir-4659a
chr8;miRNA_primary_transcript;9048445;9048518;+;MI0017288;hsa-mir-4660
chr8;miRNA_primary_transcript;91205485;91205559;+;MI0017289;hsa-mir-4661
chr8;miRNA_primary_transcript;124821985;124822051;+;MI0017290;hsa-mir-4662a
chr8;miRNA_primary_transcript;6745168;6745240;-;MI0017291;hsa-mir-4659b
chr8;miRNA_primary_transcript;123215788;123215863;-;MI0017292;hsa-mir-4663
chr8;miRNA_primary_transcript;124821978;124822058;-;MI0017293;hsa-mir-4662b
chr8;miRNA_primary_transcript;143733083;143733153;-;MI0017294;hsa-mir-4664
chr9;miRNA_primary_transcript;6007826;6007904;+;MI0017295;hsa-mir-4665
chr1;miRNA_primary_transcript;228462074;228462152;+;MI0017296;hsa-mir-4666a
chr9;miRNA_primary_transcript;35608094;35608159;+;MI0017297;hsa-mir-4667
chr9;miRNA_primary_transcript;111932100;111932169;+;MI0017298;hsa-mir-4668
chr9;miRNA_primary_transcript;128392621;128392708;+;MI0017299;hsa-mir-219b
chr9;miRNA_primary_transcript;134379411;134379472;+;MI0017300;hsa-mir-4669
chr9;miRNA_primary_transcript;92527984;92528058;-;MI0017301;hsa-mir-4670
chr1;miRNA_primary_transcript;234306467;234306539;+;MI0017302;hsa-mir-4671
chr9;miRNA_primary_transcript;127869415;127869495;-;MI0017303;hsa-mir-4672
chr9;miRNA_primary_transcript;136519568;136519626;-;MI0017304;hsa-mir-4673
chr9;miRNA_primary_transcript;136546173;136546259;-;MI0017305;hsa-mir-4674
chr10;miRNA_primary_transcript;20551970;20552046;+;MI0017306;hsa-mir-4675
chr10;miRNA_primary_transcript;72721029;72721100;+;MI0017307;hsa-mir-4676
chr1;miRNA_primary_transcript;243346176;243346255;+;MI0017308;hsa-mir-4677
chr10;miRNA_primary_transcript;87503881;87503954;+;MI0017309;hsa-mir-4678
chr10;miRNA_primary_transcript;89063336;89063410;+;MI0017310;hsa-mir-4679-1
chr10;miRNA_primary_transcript;89063335;89063411;-;MI0017311;hsa-mir-4679-2
chr10;miRNA_primary_transcript;110898090;110898155;+;MI0017312;hsa-mir-4680
chr10;miRNA_primary_transcript;119377972;119378043;+;MI0017313;hsa-mir-4681
chr10;miRNA_primary_transcript;119958513;119958592;+;MI0017314;hsa-mir-4682
chr10;miRNA_primary_transcript;35641172;35641252;-;MI0017315;hsa-mir-4683
chr1;miRNA_primary_transcript;22719517;22719598;+;MI0017316;hsa-mir-4684
chr10;miRNA_primary_transcript;98431292;98431360;-;MI0017317;hsa-mir-4685
chr11;miRNA_primary_transcript;2173063;2173138;+;MI0017318;hsa-mir-4686
chr11;miRNA_primary_transcript;3856062;3856141;+;MI0017319;hsa-mir-4687
chr11;miRNA_primary_transcript;34941837;34941920;+;MI0017320;hsa-mir-1343
chr11;miRNA_primary_transcript;46376402;46376484;+;MI0017321;hsa-mir-4688
chr1;miRNA_primary_transcript;5862672;5862741;-;MI0017322;hsa-mir-4689
chr11;miRNA_primary_transcript;65636310;65636369;+;MI0017323;hsa-mir-4690
chr11;miRNA_primary_transcript;68033897;68033981;+;MI0017324;hsa-mir-4691
chr11;miRNA_primary_transcript;72783530;72783592;+;MI0017325;hsa-mir-4692
chr11;miRNA_primary_transcript;103849906;103849980;+;MI0017326;hsa-mir-4693
chr11;miRNA_primary_transcript;19760004;19760083;-;MI0017327;hsa-mir-4694
chr1;miRNA_primary_transcript;18883202;18883275;-;MI0017328;hsa-mir-4695
chr11;miRNA_primary_transcript;74720268;74720337;-;MI0017329;hsa-mir-4696
chr11;miRNA_primary_transcript;133898504;133898581;-;MI0017330;hsa-mir-4697
chr12;miRNA_primary_transcript;47187812;47187891;+;MI0017331;hsa-mir-4698
chr12;miRNA_primary_transcript;81158388;81158461;+;MI0017332;hsa-mir-4699
chr12;miRNA_primary_transcript;120723193;120723266;+;MI0017333;hsa-mir-4700
chr12;miRNA_primary_transcript;48771975;48772037;-;MI0017334;hsa-mir-4701
chr12;miRNA_primary_transcript;54231397;54231476;-;MI0017335;hsa-mir-3198-2
chr13;miRNA_primary_transcript;51552589;51552667;+;MI0017336;hsa-mir-4703
chr13;miRNA_primary_transcript;66218250;66218324;+;MI0017337;hsa-mir-4704
chr13;miRNA_primary_transcript;102045934;102046004;-;MI0017338;hsa-mir-4705
chr14;miRNA_primary_transcript;65044688;65044769;+;MI0017339;hsa-mir-4706
chr14;miRNA_primary_transcript;22956950;22957029;-;MI0017340;hsa-mir-4707
chr14;miRNA_primary_transcript;65335117;65335183;-;MI0017341;hsa-mir-4708
chr14;miRNA_primary_transcript;74480133;74480204;-;MI0017342;hsa-mir-4709
chr14;miRNA_primary_transcript;104117418;104117503;-;MI0017343;hsa-mir-203b
chr14;miRNA_primary_transcript;104677694;104677749;-;MI0017344;hsa-mir-4710
chr1;miRNA_primary_transcript;59733227;59733296;-;MI0017345;hsa-mir-4711
chr15;miRNA_primary_transcript;50360329;50360410;+;MI0017346;hsa-mir-4712
chr15;miRNA_primary_transcript;51242190;51242264;+;MI0017347;hsa-mir-4713
chr15;miRNA_primary_transcript;98784426;98784502;+;MI0017348;hsa-mir-4714
chr15;miRNA_primary_transcript;25848747;25848825;-;MI0017349;hsa-mir-4715
chr15;miRNA_primary_transcript;49169070;49169153;-;MI0017350;hsa-mir-4716
chr15;miRNA_primary_transcript;88611847;88611924;-;MI0017351;hsa-mir-3529
chr16;miRNA_primary_transcript;2274620;2274691;+;MI0017352;hsa-mir-4717
chr16;miRNA_primary_transcript;12720321;12720371;+;MI0017353;hsa-mir-4718
chr16;miRNA_primary_transcript;76868936;76869019;+;MI0017354;hsa-mir-4719
chr16;miRNA_primary_transcript;81385018;81385093;+;MI0017355;hsa-mir-4720
chr16;miRNA_primary_transcript;28843919;28844007;-;MI0017356;hsa-mir-4721
chr16;miRNA_primary_transcript;88716278;88716337;-;MI0017357;hsa-mir-4722
chr17;miRNA_primary_transcript;6655449;6655502;+;MI0017358;hsa-mir-4520-2
chr17;miRNA_primary_transcript;28360654;28360734;+;MI0017359;hsa-mir-4723
chr17;miRNA_primary_transcript;28861371;28861438;+;MI0017360;hsa-mir-451b
chr17;miRNA_primary_transcript;31534883;31534971;+;MI0017361;hsa-mir-4724
chr17;miRNA_primary_transcript;31575269;31575358;+;MI0017362;hsa-mir-4725
chr17;miRNA_primary_transcript;38719691;38719748;+;MI0017363;hsa-mir-4726
chr17;miRNA_primary_transcript;38825838;38825892;+;MI0017364;hsa-mir-4727
chr17;miRNA_primary_transcript;39726495;39726561;+;MI0017365;hsa-mir-4728
chr17;miRNA_primary_transcript;59366083;59366154;+;MI0017366;hsa-mir-4729
chr17;miRNA_primary_transcript;80419418;80419493;+;MI0017367;hsa-mir-4730
