"","Chromosome","Coord1","Coord2","Strand","ID","Name","arm5p","arm3p","high_conf","mirtron"
"1362","chr22",33436582,33436669,"-","MI0017405","hsa-mir-4764","hsa-miR-4764-5p","hsa-miR-4764-3p","0","canonical"
"1364","chr22",40813883,40813958,"-","MI0017407","hsa-mir-4766","hsa-miR-4766-5p","hsa-miR-4766-3p","0","canonical"
"1366","chrX",17425881,17425954,"+","MI0017409","hsa-mir-4768","hsa-miR-4768-5p","hsa-miR-4768-3p","0","canonical"
"1367","chrX",47587429,47587505,"+","MI0017410","hsa-mir-4769","hsa-miR-4769-5p","hsa-miR-4769-3p","0","canonical"
"1371","chr2",102432289,102432366,"+","MI0017414","hsa-mir-4772","hsa-miR-4772-5p","hsa-miR-4772-3p","0","canonical"
"1374","chr2",168582943,168583018,"+","MI0017417","hsa-mir-4774","hsa-miR-4774-5p","hsa-miR-4774-3p","0","canonical"
"1376","chr2",212926257,212926336,"+","MI0017419","hsa-mir-4776-1","hsa-miR-4776-5p","hsa-miR-4776-3p","0","canonical"
"1377","chr2",212926257,212926336,"-","MI0017420","hsa-mir-4776-2","hsa-miR-4776-5p","hsa-miR-4776-3p","0","canonical"
"1378","chr2",231362708,231362793,"+","MI0017421","hsa-mir-4777","hsa-miR-4777-5p","hsa-miR-4777-3p","0","canonical"
"1379","chr2",66358249,66358328,"-","MI0017422","hsa-mir-4778","hsa-miR-4778-5p","hsa-miR-4778-3p","0","canonical"
"1382","chr2",110086433,110086523,"-","MI0017425","hsa-mir-4436b-1","hsa-miR-4436b-5p","hsa-miR-4436b-3p","0","canonical"
"1383","chr1",54054079,54054154,"+","MI0017426","hsa-mir-4781","hsa-miR-4781-5p","hsa-miR-4781-3p","0","canonical"
"1384","chr2",113721290,113721368,"-","MI0017427","hsa-mir-4782","hsa-miR-4782-5p","hsa-miR-4782-3p","0","canonical"
"1385","chr2",127423537,127423618,"-","MI0017428","hsa-mir-4783","hsa-miR-4783-5p","hsa-miR-4783-3p","0","canonical"
"1388","chr2",188978093,188978161,"-","MI0017431","hsa-mir-1245b","hsa-miR-1245b-5p","hsa-miR-1245b-3p","0","canonical"
"1389","chr2",239351724,239351804,"-","MI0017432","hsa-mir-2467","hsa-miR-2467-5p","hsa-miR-2467-3p","0","canonical"
"1390","chr2",239943015,239943094,"-","MI0017433","hsa-mir-4786","hsa-miR-4786-5p","hsa-miR-4786-3p","0","canonical"
"1391","chr3",50675080,50675163,"+","MI0017434","hsa-mir-4787","hsa-miR-4787-5p","hsa-miR-4787-3p","1","canonical"
"1393","chr3",175369540,175369621,"+","MI0017436","hsa-mir-4789","hsa-miR-4789-5p","hsa-miR-4789-3p","0","canonical"
"1394","chr3",5250177,5250255,"-","MI0017437","hsa-mir-4790","hsa-miR-4790-5p","hsa-miR-4790-3p","0","canonical"
"1397","chr3",48644194,48644280,"-","MI0017440","hsa-mir-4793","hsa-miR-4793-5p","hsa-miR-4793-3p","0","canonical"
"1399","chr3",87226189,87226277,"-","MI0017442","hsa-mir-4795","hsa-miR-4795-5p","hsa-miR-4795-3p","0","canonical"
"1400","chr3",114743445,114743525,"-","MI0017443","hsa-mir-4796","hsa-miR-4796-5p","hsa-miR-4796-3p","0","canonical"
"1401","chr3",197293878,197293948,"-","MI0017444","hsa-mir-4797","hsa-miR-4797-5p","hsa-miR-4797-3p","0","canonical"
"1402","chr4",7310450,7310524,"+","MI0017445","hsa-mir-4798","hsa-miR-4798-5p","hsa-miR-4798-3p","0","canonical"
"1403","chr4",147782595,147782668,"+","MI0017446","hsa-mir-4799","hsa-miR-4799-5p","hsa-miR-4799-3p","0","canonical"
"1404","chr4",159128805,159128891,"+","MI0017447","hsa-mir-3688-2","hsa-miR-3688-5p","hsa-miR-3688-3p","0","canonical"
"1405","chr4",2250077,2250156,"-","MI0017448","hsa-mir-4800","hsa-miR-4800-5p","hsa-miR-4800-3p","0","canonical"
"1407","chr4",40502040,40502119,"-","MI0017450","hsa-mir-4802","hsa-miR-4802-5p","hsa-miR-4802-3p","0","canonical"
"1409","chr5",72878591,72878663,"+","MI0017452","hsa-mir-4804","hsa-miR-4804-5p","hsa-miR-4804-3p","0","canonical"
"1410","chr19",8389290,8389380,"-","MI0017865","hsa-mir-4999","hsa-miR-4999-5p","hsa-miR-4999-3p","0","canonical"
"1411","chr2",75090812,75090914,"+","MI0017866","hsa-mir-5000","hsa-miR-5000-5p","hsa-miR-5000-3p","0","canonical"
"1412","chr2",232550474,232550573,"-","MI0017867","hsa-mir-5001","hsa-miR-5001-5p","hsa-miR-5001-3p","1","canonical"
"1413","chr3",124132929,124133025,"+","MI0017868","hsa-mir-5002","hsa-miR-5002-5p","hsa-miR-5002-3p","0","canonical"
"1414","chr5",172662165,172662263,"+","MI0017869","hsa-mir-5003","hsa-miR-5003-5p","hsa-miR-5003-3p","0","canonical"
"1415","chr6",33438331,33438437,"+","MI0017870","hsa-mir-5004","hsa-miR-5004-5p","hsa-miR-5004-3p","0","5p-tailed mirtron"
"1416","chr8",41271048,41271143,"-","MI0017871","hsa-mir-548ao","hsa-miR-548ao-5p","hsa-miR-548ao-3p","0","canonical"
"1417","chr13",41568286,41568395,"-","MI0017873","hsa-mir-5006","hsa-miR-5006-5p","hsa-miR-5006-3p","0","5p-tailed mirtron"
"1418","chr13",55174454,55174548,"+","MI0017874","hsa-mir-5007","hsa-miR-5007-5p","hsa-miR-5007-3p","0","canonical"
"1419","chr15",85825635,85825730,"+","MI0017875","hsa-mir-548ap","hsa-miR-548ap-5p","hsa-miR-548ap-3p","0","canonical"
"1420","chr1",227941590,227941683,"-","MI0017876","hsa-mir-5008","hsa-miR-5008-5p","hsa-miR-5008-3p","0","canonical"
"1421","chr15",89883931,89884030,"-","MI0017877","hsa-mir-5009","hsa-miR-5009-5p","hsa-miR-5009-3p","0","canonical"
"1422","chr17",42514188,42514307,"+","MI0017878","hsa-mir-5010","hsa-miR-5010-5p","hsa-miR-5010-3p","1","5p-tailed mirtron"
"1423","chr18",67081584,67081686,"+","MI0017879","hsa-mir-5011","hsa-miR-5011-5p","hsa-miR-5011-3p","0","canonical"
"1426","chr19",49682117,49682195,"+","MI0017977","hsa-mir-5088","hsa-miR-5088-5p","hsa-miR-5088-3p","0","5p-tailed mirtron"
"1427","chr17",46973017,46973100,"+","MI0017978","hsa-mir-5089","hsa-miR-5089-5p","hsa-miR-5089-3p","0","canonical"
"1435","chr1",52940314,52940413,"+","MI0018003","hsa-mir-1273g","hsa-miR-1273g-5p","hsa-miR-1273g-3p","0","canonical"
"1438","chr1",161227186,161227261,"+","MI0018166","hsa-mir-5187","hsa-miR-5187-5p","hsa-miR-5187-3p","0","5p-tailed mirtron"
"1440","chr16",88468918,88469031,"+","MI0018168","hsa-mir-5189","hsa-miR-5189-5p","hsa-miR-5189-3p","0","canonical"
"1446","chr14",106850885,106850999,"-","MI0018174","hsa-mir-5195","hsa-miR-5195-5p","hsa-miR-5195-3p","0","canonical"
"1447","chr19",35345513,35345627,"+","MI0018175","hsa-mir-5196","hsa-miR-5196-5p","hsa-miR-5196-3p","1","5p-tailed mirtron"
"1448","chr5",143679860,143679971,"+","MI0018176","hsa-mir-5197","hsa-miR-5197-5p","hsa-miR-5197-3p","0","canonical"
"1449","chr2",110284853,110284943,"+","MI0019110","hsa-mir-4436b-2","hsa-miR-4436b-5p","hsa-miR-4436b-3p","0","canonical"
"1452","chr16",29599179,29599265,"-","MI0019113","hsa-mir-3680-2","hsa-miR-3680-5p","hsa-miR-3680-3p","0","canonical"
"1453","chr17",69099542,69099656,"+","MI0019114","hsa-mir-4524b","hsa-miR-4524b-5p","hsa-miR-4524b-3p","0","canonical"
"1454","chr22",22886267,22886379,"+","MI0019115","hsa-mir-5571","hsa-miR-5571-5p","hsa-miR-5571-3p","0","canonical"
"1457","chr3",185767847,185767904,"-","MI0019130","hsa-mir-548aq","hsa-miR-548aq-5p","hsa-miR-548aq-3p","0","canonical"
"1458","chr13",114244505,114244561,"+","MI0019131","hsa-mir-548ar","hsa-miR-548ar-5p","hsa-miR-548ar-3p","1","canonical"
"1459","chr13",92490163,92490220,"+","MI0019132","hsa-mir-548as","hsa-miR-548as-5p","hsa-miR-548as-3p","0","canonical"
"1460","chr11",79422169,79422226,"-","MI0019133","hsa-mir-5579","hsa-miR-5579-5p","hsa-miR-5579-3p","0","canonical"
"1461","chrX",154768596,154768656,"+","MI0019134","hsa-mir-664b","hsa-miR-664b-5p","hsa-miR-664b-3p","1","canonical"
"1462","chr14",53948427,53948484,"-","MI0019135","hsa-mir-5580","hsa-miR-5580-5p","hsa-miR-5580-3p","0","canonical"
"1463","chr1",37500935,37500994,"-","MI0019136","hsa-mir-5581","hsa-miR-5581-5p","hsa-miR-5581-3p","0","canonical"
"1464","chr17",42494773,42494830,"+","MI0019137","hsa-mir-548at","hsa-miR-548at-5p","hsa-miR-548at-3p","0","canonical"
"1465","chr11",46753125,46753192,"-","MI0019138","hsa-mir-5582","hsa-miR-5582-5p","hsa-miR-5582-3p","0","canonical"
"1466","chr18",39676721,39676779,"+","MI0019139","hsa-mir-5583-1","hsa-miR-5583-5p","hsa-miR-5583-3p","0","canonical"
"1467","chr18",39676719,39676777,"-","MI0019140","hsa-mir-5583-2","hsa-miR-5583-5p","hsa-miR-5583-3p","0","canonical"
"1468","chr1",44545493,44545552,"+","MI0019141","hsa-mir-5584","hsa-miR-5584-5p","hsa-miR-5584-3p","0","canonical"
"1469","chr1",32086949,32087007,"+","MI0019142","hsa-mir-5585","hsa-miR-5585-5p","hsa-miR-5585-3p","0","canonical"
"1470","chr14",59646962,59647020,"-","MI0019143","hsa-mir-5586","hsa-miR-5586-5p","hsa-miR-5586-3p","0","canonical"
"1471","chr16",535316,535368,"+","MI0019144","hsa-mir-5587","hsa-miR-5587-5p","hsa-miR-5587-3p","0","canonical"
"1472","chr9",93594841,93594894,"+","MI0019145","hsa-mir-548au","hsa-miR-548au-5p","hsa-miR-548au-3p","0","canonical"
"1473","chr1",171101739,171101798,"+","MI0019146","hsa-mir-1295b","hsa-miR-1295b-5p","hsa-miR-1295b-3p","0","canonical"
"1474","chr3",185253210,185253272,"-","MI0019147","hsa-mir-5588","hsa-miR-5588-5p","hsa-miR-5588-3p","0","canonical"
"1475","chr19",10038354,10038413,"+","MI0019148","hsa-mir-5589","hsa-miR-5589-5p","hsa-miR-5589-3p","0","canonical"
"1476","chrX",55451495,55451582,"+","MI0019149","hsa-mir-4536-2","hsa-miR-4536-5p","hsa-miR-4536-3p","0","canonical"
"1477","chr2",134857820,134857873,"+","MI0019150","hsa-mir-5590","hsa-miR-5590-5p","hsa-miR-5590-3p","0","canonical"
"1478","chr4",39411910,39411974,"+","MI0019151","hsa-mir-5591","hsa-miR-5591-5p","hsa-miR-5591-3p","0","canonical"
"1479","chr18",72853321,72853382,"-","MI0019152","hsa-mir-548av","hsa-miR-548av-5p","hsa-miR-548av-3p","0","canonical"
"1505","chr10",641689,641778,"-","MI0019306","hsa-mir-5699","hsa-miR-5699-5p","hsa-miR-5699-3p","0","canonical"
"1519","chr19",14073361,14073479,"+","MI0020340","hsa-mir-1199","hsa-miR-1199-5p","hsa-miR-1199-3p","0","canonical"
"1556","chr5",151522087,151522148,"-","MI0022209","hsa-mir-6499","hsa-miR-6499-5p","hsa-miR-6499-3p","0","canonical"
"1557","chr3",32506283,32506389,"-","MI0022210","hsa-mir-548ay","hsa-miR-548ay-5p","hsa-miR-548ay-3p","0","canonical"
"1558","chr1",51060018,51060103,"+","MI0022211","hsa-mir-6500","hsa-miR-6500-5p","hsa-miR-6500-3p","0","canonical"
"1559","chr8",119325171,119325265,"+","MI0022212","hsa-mir-548az","hsa-miR-548az-5p","hsa-miR-548az-3p","0","canonical"
"1560","chr21",33550662,33550728,"+","MI0022213","hsa-mir-6501","hsa-miR-6501-5p","hsa-miR-6501-3p","0","canonical"
"1561","chr12",66251082,66251157,"+","MI0022214","hsa-mir-6502","hsa-miR-6502-5p","hsa-miR-6502-3p","0","canonical"
"1562","chr11",60209071,60209156,"-","MI0022215","hsa-mir-6503","hsa-miR-6503-5p","hsa-miR-6503-3p","1","canonical"
"1563","chr16",81611348,81611408,"+","MI0022216","hsa-mir-6504","hsa-miR-6504-5p","hsa-miR-6504-3p","0","canonical"
"1564","chr12",48132797,48132867,"+","MI0022217","hsa-mir-6505","hsa-miR-6505-5p","hsa-miR-6505-3p","0","5p-tailed mirtron"
"1565","chr16",15611030,15611095,"-","MI0022218","hsa-mir-6506","hsa-miR-6506-5p","hsa-miR-6506-3p","0","canonical"
"1566","chr10",98924499,98924568,"-","MI0022219","hsa-mir-6507","hsa-miR-6507-5p","hsa-miR-6507-3p","0","canonical"
"1567","chr21",39447010,39447069,"+","MI0022220","hsa-mir-6508","hsa-miR-6508-5p","hsa-miR-6508-3p","0","canonical"
"1568","chr7",135206994,135207078,"-","MI0022221","hsa-mir-6509","hsa-miR-6509-5p","hsa-miR-6509-3p","0","canonical"
"1569","chr17",41517164,41517217,"-","MI0022222","hsa-mir-6510","hsa-miR-6510-5p","hsa-miR-6510-3p","0","5p-tailed mirtron"
"1570","chr16",14925937,14926003,"+","MI0022223","hsa-mir-6511a-1","hsa-miR-6511a-5p","hsa-miR-6511a-3p","1","canonical"
"1571","chr2",177313806,177313882,"-","MI0022224","hsa-mir-6512","hsa-miR-6512-5p","hsa-miR-6512-3p","0","canonical"
"1572","chr2",218280125,218280188,"-","MI0022225","hsa-mir-6513","hsa-miR-6513-5p","hsa-miR-6513-3p","0","5p-tailed mirtron"
"1573","chr11",62792702,62792771,"-","MI0022226","hsa-mir-6514","hsa-miR-6514-5p","hsa-miR-6514-3p","0","5p-tailed mirtron"
"1574","chr19",12940484,12940540,"+","MI0022227","hsa-mir-6515","hsa-miR-6515-5p","hsa-miR-6515-3p","0","5p-tailed mirtron"
"1576","chr10",112299612,112299688,"-","MI0022549","hsa-mir-6715b","hsa-miR-6715b-5p","hsa-miR-6715b-3p","0","canonical"
"1577","chr11",118644000,118644079,"+","MI0022550","hsa-mir-6716","hsa-miR-6716-5p","hsa-miR-6716-3p","0","5p-tailed mirtron"
"1579","chr16",2106669,2106753,"-","MI0022552","hsa-mir-6511b-1","hsa-miR-6511b-5p","hsa-miR-6511b-3p","0","5p-tailed mirtron"
"1582","chr6",1390314,1390411,"-","MI0022555","hsa-mir-6720","hsa-miR-6720-5p","hsa-miR-6720-3p","0","canonical"
"1584","chr9",136746893,136746970,"-","MI0022557","hsa-mir-6722","hsa-miR-6722-5p","hsa-miR-6722-3p","0","canonical"
"1587","chrX",145992750,145992826,"-","MI0022560","hsa-mir-892c","hsa-miR-892c-5p","hsa-miR-892c-3p","0","canonical"
"1588","chr1",1296110,1296170,"-","MI0022571","hsa-mir-6726","hsa-miR-6726-5p","hsa-miR-6726-3p","0","5p-tailed mirtron"
"1589","chr1",1312502,1312566,"-","MI0022572","hsa-mir-6727","hsa-miR-6727-5p","hsa-miR-6727-3p","0","5p-tailed mirtron"
"1590","chr1",8866502,8866590,"-","MI0022573","hsa-mir-6728","hsa-miR-6728-5p","hsa-miR-6728-3p","0","5p-tailed mirtron"
"1591","chr1",12029158,12029222,"+","MI0022574","hsa-mir-6729","hsa-miR-6729-5p","hsa-miR-6729-3p","0","5p-tailed mirtron"
"1592","chr1",12578957,12579023,"-","MI0022575","hsa-mir-6730","hsa-miR-6730-5p","hsa-miR-6730-3p","0","5p-tailed mirtron"
"1593","chr1",24919345,24919416,"-","MI0022576","hsa-mir-6731","hsa-miR-6731-5p","hsa-miR-6731-3p","0","5p-tailed mirtron"
"1594","chr1",37480230,37480289,"+","MI0022577","hsa-mir-6732","hsa-miR-6732-5p","hsa-miR-6732-3p","0","5p-tailed mirtron"
"1595","chr1",43171652,43171712,"-","MI0022578","hsa-mir-6733","hsa-miR-6733-5p","hsa-miR-6733-3p","0","5p-tailed mirtron"
"1596","chr1",43364648,43364715,"-","MI0022579","hsa-mir-6734","hsa-miR-6734-5p","hsa-miR-6734-3p","0","5p-tailed mirtron"
"1597","chr1",43448539,43448611,"+","MI0022580","hsa-mir-6735","hsa-miR-6735-5p","hsa-miR-6735-3p","0","5p-tailed mirtron"
"1598","chr1",145850587,145850645,"-","MI0022581","hsa-mir-6736","hsa-miR-6736-5p","hsa-miR-6736-3p","0","5p-tailed mirtron"
"1599","chr1",153962351,153962420,"-","MI0022582","hsa-mir-6737","hsa-miR-6737-5p","hsa-miR-6737-3p","0","5p-tailed mirtron"
"1600","chr1",155951273,155951336,"-","MI0022583","hsa-mir-6738","hsa-miR-6738-5p","hsa-miR-6738-3p","0","5p-tailed mirtron"
"1601","chr1",201863373,201863447,"+","MI0022584","hsa-mir-6739","hsa-miR-6739-5p","hsa-miR-6739-3p","0","5p-tailed mirtron"
"1602","chr1",202003124,202003236,"+","MI0022585","hsa-mir-6740","hsa-miR-6740-5p","hsa-miR-6740-3p","0","5p-tailed mirtron"
"1603","chr1",225922080,225922142,"-","MI0022586","hsa-mir-6741","hsa-miR-6741-5p","hsa-miR-6741-3p","0","5p-tailed mirtron"
"1604","chr1",228397048,228397109,"-","MI0022587","hsa-mir-6742","hsa-miR-6742-5p","hsa-miR-6742-3p","0","5p-tailed mirtron"
"1605","chr11",209336,209406,"+","MI0022588","hsa-mir-6743","hsa-miR-6743-5p","hsa-miR-6743-3p","0","5p-tailed mirtron"
"1606","chr11",1256605,1256670,"+","MI0022589","hsa-mir-6744","hsa-miR-6744-5p","hsa-miR-6744-3p","0","5p-tailed mirtron"
"1608","chr11",61878216,61878278,"-","MI0022591","hsa-mir-6746","hsa-miR-6746-5p","hsa-miR-6746-3p","0","5p-tailed mirtron"
"1609","chr11",62567011,62567071,"-","MI0022592","hsa-mir-6747","hsa-miR-6747-5p","hsa-miR-6747-3p","0","5p-tailed mirtron"
"1610","chr11",62789815,62789885,"+","MI0022593","hsa-mir-6748","hsa-miR-6748-5p","hsa-miR-6748-3p","0","5p-tailed mirtron"
"1611","chr11",64902387,64902455,"-","MI0022594","hsa-mir-6749","hsa-miR-6749-5p","hsa-miR-6749-3p","0","5p-tailed mirtron"
"1612","chr11",64898363,64898437,"-","MI0022595","hsa-mir-6750","hsa-miR-6750-5p","hsa-miR-6750-3p","0","5p-tailed mirtron"
"1613","chr11",65129916,65129978,"-","MI0022596","hsa-mir-6751","hsa-miR-6751-5p","hsa-miR-6751-3p","0","5p-tailed mirtron"
"1614","chr11",67490245,67490315,"+","MI0022597","hsa-mir-6752","hsa-miR-6752-5p","hsa-miR-6752-3p","0","5p-tailed mirtron"
"1615","chr11",68044794,68044957,"+","MI0022598","hsa-mir-6753","hsa-miR-6753-5p","hsa-miR-6753-3p","0","two-tailed mirtron"
"1616","chr11",71473503,71473568,"+","MI0022599","hsa-mir-6754","hsa-miR-6754-5p","hsa-miR-6754-3p","0","5p-tailed mirtron"
"1617","chr11",86278333,86278398,"+","MI0022600","hsa-mir-6755","hsa-miR-6755-5p","hsa-miR-6755-3p","0","5p-tailed mirtron"
"1618","chr11",119312950,119313012,"-","MI0022601","hsa-mir-6756","hsa-miR-6756-5p","hsa-miR-6756-3p","0","5p-tailed mirtron"
"1619","chr12",53056944,53057012,"+","MI0022602","hsa-mir-6757","hsa-miR-6757-5p","hsa-miR-6757-3p","0","5p-tailed mirtron"
"1620","chr12",57512688,57512750,"+","MI0022603","hsa-mir-6758","hsa-miR-6758-5p","hsa-miR-6758-3p","0","5p-tailed mirtron"
"1621","chr12",57748618,57748682,"-","MI0022604","hsa-mir-6759","hsa-miR-6759-5p","hsa-miR-6759-3p","0","5p-tailed mirtron"
"1622","chr12",111304142,111304209,"+","MI0022605","hsa-mir-6760","hsa-miR-6760-5p","hsa-miR-6760-3p","0","5p-tailed mirtron"
"1623","chr12",111799834,111799905,"+","MI0022606","hsa-mir-6761","hsa-miR-6761-5p","hsa-miR-6761-3p","0","5p-tailed mirtron"
"1624","chr12",113291523,113291608,"+","MI0022607","hsa-mir-6762","hsa-miR-6762-5p","hsa-miR-6762-3p","0","5p-tailed mirtron"
"1625","chr12",132581997,132582061,"+","MI0022608","hsa-mir-6763","hsa-miR-6763-5p","hsa-miR-6763-3p","0","5p-tailed mirtron"
"1626","chr14",100277357,100277417,"+","MI0022609","hsa-mir-6764","hsa-miR-6764-5p","hsa-miR-6764-3p","0","5p-tailed mirtron"
"1627","chr14",105150778,105150864,"-","MI0022610","hsa-mir-6765","hsa-miR-6765-5p","hsa-miR-6765-3p","0","mirtron"
"1628","chr15",89326739,89326810,"-","MI0022611","hsa-mir-6766","hsa-miR-6766-5p","hsa-miR-6766-3p","0","5p-tailed mirtron"
"1629","chr16",2445392,2445457,"+","MI0022612","hsa-mir-6767","hsa-miR-6767-5p","hsa-miR-6767-3p","0","5p-tailed mirtron"
"1630","chr16",2463967,2464038,"+","MI0022613","hsa-mir-6768","hsa-miR-6768-5p","hsa-miR-6768-3p","0","5p-tailed mirtron"
"1631","chr16",4671318,4671390,"+","MI0022614","hsa-mir-6769a","hsa-miR-6769a-5p","hsa-miR-6769a-3p","0","5p-tailed mirtron"
"1632","chr16",14930820,14930879,"+","MI0022615","hsa-mir-6770-1","hsa-miR-6770-5p","hsa-miR-6770-3p","0","canonical"
"1633","chr16",50292616,50292675,"+","MI0022616","hsa-mir-6771","hsa-miR-6771-5p","hsa-miR-6771-3p","0","5p-tailed mirtron"
"1634","chr16",57772289,57772352,"-","MI0022617","hsa-mir-6772","hsa-miR-6772-5p","hsa-miR-6772-3p","0","5p-tailed mirtron"
"1635","chr16",68233426,68233499,"-","MI0022618","hsa-mir-6773","hsa-miR-6773-5p","hsa-miR-6773-3p","0","5p-tailed mirtron"
"1636","chr16",85918347,85918416,"+","MI0022619","hsa-mir-6774","hsa-miR-6774-5p","hsa-miR-6774-3p","0","5p-tailed mirtron"
"1637","chr16",87834592,87834660,"-","MI0022620","hsa-mir-6775","hsa-miR-6775-5p","hsa-miR-6775-3p","0","5p-tailed mirtron"
"1638","chr17",2692861,2692919,"-","MI0022621","hsa-mir-6776","hsa-miR-6776-5p","hsa-miR-6776-3p","0","5p-tailed mirtron"
"1639","chr17",17813480,17813545,"-","MI0022622","hsa-mir-6777","hsa-miR-6777-5p","hsa-miR-6777-3p","0","5p-tailed mirtron"
"1640","chr17",18340814,18340886,"-","MI0022623","hsa-mir-6778","hsa-miR-6778-5p","hsa-miR-6778-3p","0","5p-tailed mirtron"
"1641","chr17",38914979,38915042,"+","MI0022624","hsa-mir-6779","hsa-miR-6779-5p","hsa-miR-6779-3p","0","two-tailed mirtron"
"1642","chr17",42708084,42708151,"-","MI0022625","hsa-mir-6780a","hsa-miR-6780a-5p","hsa-miR-6780a-3p","0","5p-tailed mirtron"
"1643","chr17",42823880,42823943,"-","MI0022626","hsa-mir-6781","hsa-miR-6781-5p","hsa-miR-6781-3p","0","5p-tailed mirtron"
"1644","chr17",44207771,44207839,"-","MI0022627","hsa-mir-6782","hsa-miR-6782-5p","hsa-miR-6782-3p","0","5p-tailed mirtron"
"1645","chr17",44934618,44934681,"-","MI0022628","hsa-mir-6783","hsa-miR-6783-5p","hsa-miR-6783-3p","0","5p-tailed mirtron"
"1646","chr17",45114367,45114433,"-","MI0022629","hsa-mir-6784","hsa-miR-6784-5p","hsa-miR-6784-3p","0","5p-tailed mirtron"
"1647","chr17",75498548,75498628,"+","MI0022630","hsa-mir-6785","hsa-miR-6785-5p","hsa-miR-6785-3p","0","5p-tailed mirtron"
"1648","chr17",81693757,81693869,"+","MI0022631","hsa-mir-6786","hsa-miR-6786-5p","hsa-miR-6786-3p","0","5p-tailed mirtron"
"1649","chr17",82236668,82236728,"+","MI0022632","hsa-mir-6787","hsa-miR-6787-5p","hsa-miR-6787-3p","0","5p-tailed mirtron"
"1650","chr18",10759584,10759649,"-","MI0022633","hsa-mir-6788","hsa-miR-6788-5p","hsa-miR-6788-3p","0","5p-tailed mirtron"
"1651","chr19",2235829,2235926,"-","MI0022634","hsa-mir-6789","hsa-miR-6789-5p","hsa-miR-6789-3p","0","mirtron"
"1652","chr19",6392921,6392983,"-","MI0022635","hsa-mir-6790","hsa-miR-6790-5p","hsa-miR-6790-3p","0","3p-tailed mirtron"
"1653","chr19",6736712,6736778,"-","MI0022636","hsa-mir-6791","hsa-miR-6791-5p","hsa-miR-6791-3p","0","5p-tailed mirtron"
"1654","chr19",7617439,7617505,"+","MI0022637","hsa-mir-6792","hsa-miR-6792-5p","hsa-miR-6792-3p","0","3p-tailed mirtron"
"1655","chr19",10828973,10829035,"+","MI0022638","hsa-mir-6793","hsa-miR-6793-5p","hsa-miR-6793-3p","0","5p-tailed mirtron"
"1656","chr19",12852260,12852327,"+","MI0022639","hsa-mir-6794","hsa-miR-6794-5p","hsa-miR-6794-3p","0","5p-tailed mirtron"
"1657","chr19",15179283,15179350,"-","MI0022640","hsa-mir-6795","hsa-miR-6795-5p","hsa-miR-6795-3p","0","5p-tailed mirtron"
"1658","chr19",40369846,40369907,"+","MI0022641","hsa-mir-6796","hsa-miR-6796-5p","hsa-miR-6796-3p","0","5p-tailed mirtron"
"1659","chr19",41869627,41869698,"+","MI0022642","hsa-mir-6797","hsa-miR-6797-5p","hsa-miR-6797-3p","0","two-tailed mirtron"
"1660","chr19",49009906,49009972,"+","MI0022643","hsa-mir-6798","hsa-miR-6798-5p","hsa-miR-6798-3p","0","5p-tailed mirtron"
"1661","chr19",49791866,49791934,"+","MI0022644","hsa-mir-6799","hsa-miR-6799-5p","hsa-miR-6799-3p","0","5p-tailed mirtron"
"1662","chr19",49832018,49832099,"+","MI0022645","hsa-mir-6800","hsa-miR-6800-5p","hsa-miR-6800-3p","0","mirtron"
"1663","chr19",52222020,52222098,"+","MI0022646","hsa-mir-6801","hsa-miR-6801-5p","hsa-miR-6801-3p","0","two-tailed mirtron"
"1664","chr19",55239912,55239976,"-","MI0022647","hsa-mir-6802","hsa-miR-6802-5p","hsa-miR-6802-3p","0","5p-tailed mirtron"
"1665","chr19",55245186,55245250,"-","MI0022648","hsa-mir-6803","hsa-miR-6803-5p","hsa-miR-6803-3p","0","5p-tailed mirtron"
"1666","chr19",55230885,55230952,"-","MI0022649","hsa-mir-6804","hsa-miR-6804-5p","hsa-miR-6804-3p","0","5p-tailed mirtron"
"1667","chr19",55388181,55388242,"+","MI0022650","hsa-mir-6805","hsa-miR-6805-5p","hsa-miR-6805-3p","0","5p-tailed mirtron"
"1668","chr19",58334688,58334751,"+","MI0022651","hsa-mir-6806","hsa-miR-6806-5p","hsa-miR-6806-3p","0","5p-tailed mirtron"
"1669","chr19",58550285,58550376,"+","MI0022652","hsa-mir-6807","hsa-miR-6807-5p","hsa-miR-6807-3p","0","mirtron"
"1670","chr1",1339650,1339708,"-","MI0022653","hsa-mir-6808","hsa-miR-6808-5p","hsa-miR-6808-3p","0","5p-tailed mirtron"
"1671","chr2",217900513,217900628,"-","MI0022654","hsa-mir-6809","hsa-miR-6809-5p","hsa-miR-6809-3p","0","5p-tailed mirtron"
"1672","chr2",218341911,218341980,"+","MI0022655","hsa-mir-6810","hsa-miR-6810-5p","hsa-miR-6810-3p","0","5p-tailed mirtron"
"1673","chr2",237510931,237510988,"+","MI0022656","hsa-mir-6811","hsa-miR-6811-5p","hsa-miR-6811-3p","0","5p-tailed mirtron"
"1674","chr20",45425510,45425573,"+","MI0022657","hsa-mir-6812","hsa-miR-6812-5p","hsa-miR-6812-3p","0","5p-tailed mirtron"
"1675","chr20",64076955,64077010,"-","MI0022658","hsa-mir-6813","hsa-miR-6813-5p","hsa-miR-6813-3p","0","5p-tailed mirtron"
"1676","chr21",41746772,41746841,"-","MI0022659","hsa-mir-6814","hsa-miR-6814-5p","hsa-miR-6814-3p","0","5p-tailed mirtron"
