Chromosome;Type;Coord1;Coord2;Strand;ID;Name;Arm;Derives_from
chr14;miRNA;106850910;106850930;-;MIMAT0021127;hsa-miR-5195-3p;3p;MI0018174
chr19;miRNA;35345541;35345562;+;MIMAT0021128;hsa-miR-5196-5p;5p;MI0018175
chr19;miRNA;35345581;35345601;+;MIMAT0021129;hsa-miR-5196-3p;3p;MI0018175
chr5;miRNA;143679886;143679908;+;MIMAT0021130;hsa-miR-5197-5p;5p;MI0018176
chr5;miRNA;143679923;143679945;+;MIMAT0021131;hsa-miR-5197-3p;3p;MI0018176
chr2;miRNA;110284865;110284886;+;MIMAT0019940_1;hsa-miR-4436b-5p;5p;MI0019110
chr2;miRNA;110284912;110284933;+;MIMAT0019941_1;hsa-miR-4436b-3p;3p;MI0019110
chr3;miRNA;75214518;75214535;+;MIMAT0018962_1;hsa-miR-4444;44;MI0019111
chr16;miRNA;16306409;16306432;+;MIMAT0018093_1;hsa-miR-3670;70;MI0019112
chr16;miRNA;29599231;29599252;-;MIMAT0018106_1;hsa-miR-3680-5p;5p;MI0019113
chr16;miRNA;29599194;29599216;-;MIMAT0018107_1;hsa-miR-3680-3p;3p;MI0019113
chr17;miRNA;69099570;69099590;+;MIMAT0022255;hsa-miR-4524b-5p;5p;MI0019114
chr17;miRNA;69099607;69099626;+;MIMAT0022256;hsa-miR-4524b-3p;3p;MI0019114
chr22;miRNA;22886291;22886311;+;MIMAT0022257;hsa-miR-5571-5p;5p;MI0019115
chr22;miRNA;22886331;22886349;+;MIMAT0022258;hsa-miR-5571-3p;3p;MI0019115
chr10;miRNA;42997630;42997651;+;MIMAT0022259;hsa-miR-5100;00;MI0019116
chr15;miRNA;80581179;80581199;+;MIMAT0022260;hsa-miR-5572;72;MI0019117
chr3;miRNA;185767883;185767904;-;MIMAT0022263;hsa-miR-548aq-5p;5p;MI0019130
chr3;miRNA;185767847;185767868;-;MIMAT0022264;hsa-miR-548aq-3p;3p;MI0019130
chr13;miRNA;114244505;114244525;+;MIMAT0022265;hsa-miR-548ar-5p;5p;MI0019131
chr13;miRNA;114244541;114244561;+;MIMAT0022266;hsa-miR-548ar-3p;3p;MI0019131
chr13;miRNA;92490163;92490184;+;MIMAT0022267;hsa-miR-548as-5p;5p;MI0019132
chr13;miRNA;92490199;92490220;+;MIMAT0022268;hsa-miR-548as-3p;3p;MI0019132
chr11;miRNA;79422206;79422226;-;MIMAT0022269;hsa-miR-5579-5p;5p;MI0019133
chr11;miRNA;79422169;79422190;-;MIMAT0022270;hsa-miR-5579-3p;3p;MI0019133
chrX;miRNA;154768596;154768619;+;MIMAT0022271;hsa-miR-664b-5p;5p;MI0019134
chrX;miRNA;154768635;154768656;+;MIMAT0022272;hsa-miR-664b-3p;3p;MI0019134
chr14;miRNA;53948463;53948484;-;MIMAT0022273;hsa-miR-5580-5p;5p;MI0019135
chr14;miRNA;53948427;53948448;-;MIMAT0022274;hsa-miR-5580-3p;3p;MI0019135
chr1;miRNA;37500973;37500994;-;MIMAT0022275;hsa-miR-5581-5p;5p;MI0019136
chr1;miRNA;37500935;37500956;-;MIMAT0022276;hsa-miR-5581-3p;3p;MI0019136
chr17;miRNA;42494773;42494794;+;MIMAT0022277;hsa-miR-548at-5p;5p;MI0019137
chr17;miRNA;42494810;42494830;+;MIMAT0022278;hsa-miR-548at-3p;3p;MI0019137
chr11;miRNA;46753171;46753192;-;MIMAT0022279;hsa-miR-5582-5p;5p;MI0019138
chr11;miRNA;46753125;46753146;-;MIMAT0022280;hsa-miR-5582-3p;3p;MI0019138
chr18;miRNA;39676721;39676742;+;MIMAT0022281_1;hsa-miR-5583-5p;5p;MI0019139
chr18;miRNA;39676758;39676779;+;MIMAT0022282_1;hsa-miR-5583-3p;3p;MI0019139
chr18;miRNA;39676756;39676777;-;MIMAT0022281;hsa-miR-5583-5p;5p;MI0019140
chr18;miRNA;39676719;39676740;-;MIMAT0022282;hsa-miR-5583-3p;3p;MI0019140
chr1;miRNA;44545493;44545514;+;MIMAT0022283;hsa-miR-5584-5p;5p;MI0019141
chr1;miRNA;44545531;44545552;+;MIMAT0022284;hsa-miR-5584-3p;3p;MI0019141
chr1;miRNA;32086949;32086970;+;MIMAT0022285;hsa-miR-5585-5p;5p;MI0019142
chr1;miRNA;32086986;32087007;+;MIMAT0022286;hsa-miR-5585-3p;3p;MI0019142
chr14;miRNA;59646999;59647020;-;MIMAT0022287;hsa-miR-5586-5p;5p;MI0019143
chr14;miRNA;59646962;59646983;-;MIMAT0022288;hsa-miR-5586-3p;3p;MI0019143
chr16;miRNA;535316;535333;+;MIMAT0022289;hsa-miR-5587-5p;5p;MI0019144
chr16;miRNA;535348;535368;+;MIMAT0022290;hsa-miR-5587-3p;3p;MI0019144
chr9;miRNA;93594841;93594861;+;MIMAT0022291;hsa-miR-548au-5p;5p;MI0019145
chr9;miRNA;93594874;93594894;+;MIMAT0022292;hsa-miR-548au-3p;3p;MI0019145
chr1;miRNA;171101739;171101759;+;MIMAT0022293;hsa-miR-1295b-5p;5p;MI0019146
chr1;miRNA;171101777;171101798;+;MIMAT0022294;hsa-miR-1295b-3p;3p;MI0019146
chr3;miRNA;185253252;185253272;-;MIMAT0022295;hsa-miR-5588-5p;5p;MI0019147
chr3;miRNA;185253210;185253228;-;MIMAT0022296;hsa-miR-5588-3p;3p;MI0019147
chr19;miRNA;10038354;10038374;+;MIMAT0022297;hsa-miR-5589-5p;5p;MI0019148
chr19;miRNA;10038391;10038413;+;MIMAT0022298;hsa-miR-5589-3p;3p;MI0019148
chrX;miRNA;55451496;55451516;+;MIMAT0019078;hsa-miR-4536-5p;5p;MI0019149
chrX;miRNA;55451562;55451582;+;MIMAT0020959;hsa-miR-4536-3p;3p;MI0019149
chr2;miRNA;134857820;134857840;+;MIMAT0022299;hsa-miR-5590-5p;5p;MI0019150
chr2;miRNA;134857853;134857873;+;MIMAT0022300;hsa-miR-5590-3p;3p;MI0019150
chr4;miRNA;39411910;39411930;+;MIMAT0022301;hsa-miR-5591-5p;5p;MI0019151
chr4;miRNA;39411954;39411974;+;MIMAT0022302;hsa-miR-5591-3p;3p;MI0019151
chr18;miRNA;72853365;72853382;-;MIMAT0022303;hsa-miR-548av-5p;5p;MI0019152
chr18;miRNA;72853321;72853340;-;MIMAT0022304;hsa-miR-548av-3p;3p;MI0019152
chr8;miRNA;102125483;102125504;+;MIMAT0022468;hsa-miR-5680;80;MI0019280
chr8;miRNA;74548587;74548608;+;MIMAT0022469;hsa-miR-5681a;1a;MI0019281
chr3;miRNA;121049684;121049705;+;MIMAT0022470;hsa-miR-5682;82;MI0019282
chr9;miRNA;132945714;132945733;+;MIMAT0022471;hsa-miR-548aw;aw;MI0019283
chr6;miRNA;6169343;6169366;+;MIMAT0022472;hsa-miR-5683;83;MI0019284
chr19;miRNA;12787132;12787151;+;MIMAT0022473;hsa-miR-5684;84;MI0019285
chrX;miRNA;11318656;11318677;-;MIMAT0022474;hsa-miR-548ax;ax;MI0019286
chr6;miRNA;53277002;53277023;+;MIMAT0022475;hsa-miR-5685;85;MI0019287
chr5;miRNA;135802996;135803017;-;MIMAT0022476;hsa-miR-5692c;2c;MI0019288
chr7;miRNA;97964408;97964429;-;MIMAT0022476_1;hsa-miR-5692c;2c;MI0019289
chr5;miRNA;55508859;55508880;-;MIMAT0022478;hsa-miR-5687;87;MI0019291
chr3;miRNA;85385761;85385782;+;MIMAT0022479;hsa-miR-5688;88;MI0019292
chr8;miRNA;74548584;74548605;-;MIMAT0022480;hsa-miR-5681b;1b;MI0019293
chr6;miRNA;10439725;10439746;+;MIMAT0022481;hsa-miR-5689;89;MI0019294
chr6;miRNA;35664760;35664780;-;MIMAT0022482;hsa-miR-5690;90;MI0019295
chr11;miRNA;9090350;9090371;-;MIMAT0022483;hsa-miR-5691;91;MI0019296
chr7;miRNA;97963665;97963686;+;MIMAT0022484;hsa-miR-5692a;2a;MI0019297
chr8;miRNA;12719134;12719155;+;MIMAT0022484_1;hsa-miR-5692a;2a;MI0019298
chrX;miRNA;29574286;29574308;+;MIMAT0022485;hsa-miR-4666b;6b;MI0019299
chr13;miRNA;51348576;51348597;-;MIMAT0022486;hsa-miR-5693;93;MI0019300
chr14;miRNA;67441902;67441922;-;MIMAT0022487;hsa-miR-5694;94;MI0019301
chr19;miRNA;12920373;12920394;+;MIMAT0022488;hsa-miR-5695;95;MI0019302
chr2;miRNA;101309453;101309474;+;MIMAT0022489;hsa-miR-5696;96;MI0019303
chr1;miRNA;9967390;9967411;+;MIMAT0022490;hsa-miR-5697;97;MI0019304
chr1;miRNA;154104562;154104583;-;MIMAT0022491;hsa-miR-5698;98;MI0019305
chr10;miRNA;641699;641720;-;MIMAT0022492;hsa-miR-5699-3p;3p;MI0019306
chr10;miRNA;641748;641769;-;MIMAT0027103;hsa-miR-5699-5p;5p;MI0019306
chr12;miRNA;94561794;94561815;+;MIMAT0022493;hsa-miR-5700;00;MI0019307
chr15;miRNA;20940261;20940279;+;MIMAT0022494;hsa-miR-5701;01;MI0019308
chr2;miRNA;226658720;226658741;-;MIMAT0022495;hsa-miR-5702;02;MI0019309
chr2;miRNA;227472162;227472179;+;MIMAT0022496;hsa-miR-5703;03;MI0019310
chr21;miRNA;42950986;42951005;-;MIMAT0022497;hsa-miR-5692b;2b;MI0019311
chr3;miRNA;131985901;131985922;-;MIMAT0022498;hsa-miR-5704;04;MI0019312
chr4;miRNA;87300505;87300527;-;MIMAT0022499;hsa-miR-5705;05;MI0019313
chr5;miRNA;119154646;119154667;+;MIMAT0022500;hsa-miR-5706;06;MI0019314
chr7;miRNA;158591625;158591646;+;MIMAT0022501;hsa-miR-5707;07;MI0019315
chr8;miRNA;80241398;80241417;+;MIMAT0022502;hsa-miR-5708;08;MI0019316
chr22;miRNA;28459925;28459944;+;MIMAT0023116;hsa-miR-5739;39;MI0019412
chr15;miRNA;21513968;21513986;+;MIMAT0022494_1;hsa-miR-5701;01;MI0019593
chr3;miRNA;50227438;50227457;+;MIMAT0023252;hsa-miR-5787;87;MI0019797
chr19;miRNA;14073381;14073400;+;MIMAT0031119;hsa-miR-1199-5p;5p;MI0020340
chr19;miRNA;14073425;14073445;+;MIMAT0031120;hsa-miR-1199-3p;3p;MI0020340
chr1;miRNA;63326964;63326984;-;MIMAT0023693;hsa-miR-6068;68;MI0020345
chr22;miRNA;35336768;35336788;-;MIMAT0023694;hsa-miR-6069;69;MI0020346
chr21;miRNA;43609953;43609971;-;MIMAT0023695;hsa-miR-6070;70;MI0020347
chr2;miRNA;85783657;85783675;-;MIMAT0023696;hsa-miR-6071;71;MI0020348
chr10;miRNA;2076031;2076052;-;MIMAT0023697;hsa-miR-6072;72;MI0020349
chr11;miRNA;15969555;15969574;-;MIMAT0023698;hsa-miR-6073;73;MI0020350
chr12;miRNA;66023650;66023669;-;MIMAT0023699;hsa-miR-6074;74;MI0020351
chr5;miRNA;1510767;1510787;-;MIMAT0023700;hsa-miR-6075;75;MI0020352
chr14;miRNA;49966399;49966419;+;MIMAT0023701;hsa-miR-6076;76;MI0020353
chr1;miRNA;148388294;148388314;+;MIMAT0023702;hsa-miR-6077;77;MI0020354
chr10;miRNA;3991178;3991196;+;MIMAT0023703;hsa-miR-6078;78;MI0020355
chr1;miRNA;43838657;43838680;+;MIMAT0023704;hsa-miR-6079;79;MI0020356
chr17;miRNA;64780796;64780814;+;MIMAT0023705;hsa-miR-6080;80;MI0020357
chr9;miRNA;95065406;95065429;+;MIMAT0023706;hsa-miR-6081;81;MI0020358
chr4;miRNA;171186189;171186207;+;MIMAT0023707;hsa-miR-6082;82;MI0020359
chr3;miRNA;124374408;124374427;+;MIMAT0023708;hsa-miR-6083;83;MI0020360
chr1;miRNA;20633756;20633775;+;MIMAT0023709;hsa-miR-6084;84;MI0020361
chr15;miRNA;62343111;62343129;+;MIMAT0023710;hsa-miR-6085;85;MI0020362
chrX;miRNA;13590293;13590312;+;MIMAT0023711;hsa-miR-6086;86;MI0020363
chrX;miRNA;109054544;109054561;+;MIMAT0023712;hsa-miR-6087;87;MI0020364
chr19;miRNA;45436654;45436673;+;MIMAT0023713;hsa-miR-6088;88;MI0020365
chrX;miRNA;2609229;2609252;+;MIMAT0023714;hsa-miR-6089;89;MI0020366
chr11;miRNA;128522430;128522448;+;MIMAT0023715;hsa-miR-6090;90;MI0020367
chr11;miRNA;12163692;12163711;+;MIMAT0024597;hsa-miR-6124;24;MI0021258
chr12;miRNA;62260418;62260437;+;MIMAT0024598;hsa-miR-6125;25;MI0021259
chr16;miRNA;3485422;3485439;-;MIMAT0024599;hsa-miR-6126;26;MI0021260
chr1;miRNA;22633328;22633346;-;MIMAT0024610;hsa-miR-6127;27;MI0021271
chr11;miRNA;56743943;56743961;+;MIMAT0024611;hsa-miR-6128;28;MI0021272
chr17;miRNA;37615001;37615019;-;MIMAT0024612;hsa-miR-378j;8j;MI0021273
chr17;miRNA;49288416;49288434;-;MIMAT0024613;hsa-miR-6129;29;MI0021274
chr21;miRNA;23079354;23079372;+;MIMAT0024614;hsa-miR-6130;30;MI0021275
chr5;miRNA;10478107;10478125;+;MIMAT0024615;hsa-miR-6131;31;MI0021276
chr7;miRNA;117020231;117020249;+;MIMAT0024616;hsa-miR-6132;32;MI0021277
chr7;miRNA;133290951;133290969;+;MIMAT0024617;hsa-miR-6133;33;MI0021278
chrX;miRNA;28495575;28495593;-;MIMAT0024618;hsa-miR-6134;34;MI0021279
chr17;miRNA;49510825;49510843;+;MIMAT0024782;hsa-miR-6165;65;MI0021472
chr5;miRNA;151522123;151522144;-;MIMAT0025450;hsa-miR-6499-5p;5p;MI0022209
chr5;miRNA;151522088;151522109;-;MIMAT0025451;hsa-miR-6499-3p;3p;MI0022209
chr3;miRNA;32506342;32506362;-;MIMAT0025452;hsa-miR-548ay-5p;5p;MI0022210
chr3;miRNA;32506305;32506326;-;MIMAT0025453;hsa-miR-548ay-3p;3p;MI0022210
chr1;miRNA;51060031;51060054;+;MIMAT0025454;hsa-miR-6500-5p;5p;MI0022211
chr1;miRNA;51060072;51060092;+;MIMAT0025455;hsa-miR-6500-3p;3p;MI0022211
chr8;miRNA;119325190;119325211;+;MIMAT0025456;hsa-miR-548az-5p;5p;MI0022212
chr8;miRNA;119325228;119325248;+;MIMAT0025457;hsa-miR-548az-3p;3p;MI0022212
chr21;miRNA;33550664;33550685;+;MIMAT0025458;hsa-miR-6501-5p;5p;MI0022213
chr21;miRNA;33550705;33550727;+;MIMAT0025459;hsa-miR-6501-3p;3p;MI0022213
chr12;miRNA;66251091;66251112;+;MIMAT0025460;hsa-miR-6502-5p;5p;MI0022214
chr12;miRNA;66251128;66251148;+;MIMAT0025461;hsa-miR-6502-3p;3p;MI0022214
chr11;miRNA;60209118;60209140;-;MIMAT0025462;hsa-miR-6503-5p;5p;MI0022215
chr11;miRNA;60209084;60209104;-;MIMAT0025463;hsa-miR-6503-3p;3p;MI0022215
chr16;miRNA;81611352;81611372;+;MIMAT0025464;hsa-miR-6504-5p;5p;MI0022216
chr16;miRNA;81611387;81611406;+;MIMAT0025465;hsa-miR-6504-3p;3p;MI0022216
chr12;miRNA;48132800;48132821;+;MIMAT0025466;hsa-miR-6505-5p;5p;MI0022217
chr12;miRNA;48132847;48132867;+;MIMAT0025467;hsa-miR-6505-3p;3p;MI0022217
chr16;miRNA;15611072;15611094;-;MIMAT0025468;hsa-miR-6506-5p;5p;MI0022218
chr16;miRNA;15611031;15611052;-;MIMAT0025469;hsa-miR-6506-3p;3p;MI0022218
chr10;miRNA;98924543;98924563;-;MIMAT0025470;hsa-miR-6507-5p;5p;MI0022219
chr10;miRNA;98924502;98924523;-;MIMAT0025471;hsa-miR-6507-3p;3p;MI0022219
chr21;miRNA;39447014;39447034;+;MIMAT0025472;hsa-miR-6508-5p;5p;MI0022220
chr21;miRNA;39447046;39447067;+;MIMAT0025473;hsa-miR-6508-3p;3p;MI0022220
chr7;miRNA;135207044;135207064;-;MIMAT0025474;hsa-miR-6509-5p;5p;MI0022221
chr7;miRNA;135207006;135207027;-;MIMAT0025475;hsa-miR-6509-3p;3p;MI0022221
chr17;miRNA;41517194;41517215;-;MIMAT0025476;hsa-miR-6510-5p;5p;MI0022222
chr17;miRNA;41517166;41517186;-;MIMAT0025477;hsa-miR-6510-3p;3p;MI0022222
chr16;miRNA;14925941;14925963;+;MIMAT0025478;hsa-miR-6511a-5p;5p;MI0022223
chr16;miRNA;14925980;14926001;+;MIMAT0025479;hsa-miR-6511a-3p;3p;MI0022223
chr2;miRNA;177313853;177313874;-;MIMAT0025480;hsa-miR-6512-5p;5p;MI0022224
chr2;miRNA;177313811;177313832;-;MIMAT0025481;hsa-miR-6512-3p;3p;MI0022224
chr2;miRNA;218280164;218280186;-;MIMAT0025482;hsa-miR-6513-5p;5p;MI0022225
chr2;miRNA;218280127;218280147;-;MIMAT0025483;hsa-miR-6513-3p;3p;MI0022225
chr11;miRNA;62792749;62792771;-;MIMAT0025484;hsa-miR-6514-5p;5p;MI0022226
chr11;miRNA;62792702;62792722;-;MIMAT0025485;hsa-miR-6514-3p;3p;MI0022226
chr19;miRNA;12940486;12940506;+;MIMAT0025486;hsa-miR-6515-5p;5p;MI0022227
chr19;miRNA;12940521;12940540;+;MIMAT0025487;hsa-miR-6515-3p;3p;MI0022227
chr10;miRNA;112299660;112299680;+;MIMAT0025841;hsa-miR-6715a-3p;3p;MI0022548
chr10;miRNA;112299658;112299678;-;MIMAT0025842;hsa-miR-6715b-5p;5p;MI0022549
chr10;miRNA;112299622;112299643;-;MIMAT0025843;hsa-miR-6715b-3p;3p;MI0022549
chr11;miRNA;118644015;118644034;+;MIMAT0025844;hsa-miR-6716-5p;5p;MI0022550
chr11;miRNA;118644048;118644069;+;MIMAT0025845;hsa-miR-6716-3p;3p;MI0022550
chr14;miRNA;21023355;21023376;-;MIMAT0025846;hsa-miR-6717-5p;5p;MI0022551
chr16;miRNA;2106720;2106743;-;MIMAT0025847;hsa-miR-6511b-5p;5p;MI0022552
chr16;miRNA;2106679;2106701;-;MIMAT0025848;hsa-miR-6511b-3p;3p;MI0022552
chr18;miRNA;3885363;3885383;+;MIMAT0025849;hsa-miR-6718-5p;5p;MI0022553
chr19;miRNA;39829726;39829747;-;MIMAT0025850;hsa-miR-6719-3p;3p;MI0022554
chr6;miRNA;1390324;1390345;-;MIMAT0025851;hsa-miR-6720-3p;3p;MI0022555
chr6;miRNA;1390359;1390381;-;MIMAT0027345;hsa-miR-6720-5p;5p;MI0022555
chr6;miRNA;32170084;32170106;-;MIMAT0025852;hsa-miR-6721-5p;5p;MI0022556
chr9;miRNA;136746941;136746960;-;MIMAT0025853;hsa-miR-6722-5p;5p;MI0022557
chr9;miRNA;136746903;136746924;-;MIMAT0025854;hsa-miR-6722-3p;3p;MI0022557
chr1;miRNA;632382;632403;-;MIMAT0025855;hsa-miR-6723-5p;5p;MI0022558
chr21;miRNA;8205325;8205347;+;MIMAT0025856;hsa-miR-6724-5p;5p;MI0022559
chrX;miRNA;145992796;145992816;-;MIMAT0025857;hsa-miR-892c-5p;5p;MI0022560
chrX;miRNA;145992760;145992781;-;MIMAT0025858;hsa-miR-892c-3p;3p;MI0022560
chr1;miRNA;1296145;1296165;-;MIMAT0027353;hsa-miR-6726-5p;5p;MI0022571
chr1;miRNA;1296110;1296129;-;MIMAT0027354;hsa-miR-6726-3p;3p;MI0022571
chr1;miRNA;1312539;1312561;-;MIMAT0027355;hsa-miR-6727-5p;5p;MI0022572
chr1;miRNA;1312502;1312521;-;MIMAT0027356;hsa-miR-6727-3p;3p;MI0022572
chr1;miRNA;8866563;8866585;-;MIMAT0027357;hsa-miR-6728-5p;5p;MI0022573
chr1;miRNA;8866502;8866522;-;MIMAT0027358;hsa-miR-6728-3p;3p;MI0022573
chr1;miRNA;12029163;12029184;+;MIMAT0027359;hsa-miR-6729-5p;5p;MI0022574
chr1;miRNA;12029202;12029222;+;MIMAT0027360;hsa-miR-6729-3p;3p;MI0022574
chr1;miRNA;12578996;12579018;-;MIMAT0027361;hsa-miR-6730-5p;5p;MI0022575
chr1;miRNA;12578958;12578979;-;MIMAT0027362;hsa-miR-6730-3p;3p;MI0022575
chr1;miRNA;24919390;24919411;-;MIMAT0027363;hsa-miR-6731-5p;5p;MI0022576
chr1;miRNA;24919345;24919365;-;MIMAT0027364;hsa-miR-6731-3p;3p;MI0022576
chr1;miRNA;37480235;37480254;+;MIMAT0027365;hsa-miR-6732-5p;5p;MI0022577
chr1;miRNA;37480267;37480289;+;MIMAT0027366;hsa-miR-6732-3p;3p;MI0022577
chr1;miRNA;43171686;43171707;-;MIMAT0027367;hsa-miR-6733-5p;5p;MI0022578
chr1;miRNA;43171652;43171671;-;MIMAT0027368;hsa-miR-6733-3p;3p;MI0022578
chr1;miRNA;43364688;43364710;-;MIMAT0027369;hsa-miR-6734-5p;5p;MI0022579
chr1;miRNA;43364648;43364670;-;MIMAT0027370;hsa-miR-6734-3p;3p;MI0022579
chr1;miRNA;43448544;43448568;+;MIMAT0027371;hsa-miR-6735-5p;5p;MI0022580
chr1;miRNA;43448590;43448611;+;MIMAT0027372;hsa-miR-6735-3p;3p;MI0022580
chr1;miRNA;145850620;145850640;-;MIMAT0027373;hsa-miR-6736-5p;5p;MI0022581
chr1;miRNA;145850587;145850607;-;MIMAT0027374;hsa-miR-6736-3p;3p;MI0022581
chr1;miRNA;153962395;153962415;-;MIMAT0027375;hsa-miR-6737-5p;5p;MI0022582
chr1;miRNA;153962351;153962372;-;MIMAT0027376;hsa-miR-6737-3p;3p;MI0022582
chr1;miRNA;155951309;155951331;-;MIMAT0027377;hsa-miR-6738-5p;5p;MI0022583
chr1;miRNA;155951273;155951296;-;MIMAT0027378;hsa-miR-6738-3p;3p;MI0022583
chr1;miRNA;201863378;201863399;+;MIMAT0027379;hsa-miR-6739-5p;5p;MI0022584
chr1;miRNA;201863427;201863447;+;MIMAT0027380;hsa-miR-6739-3p;3p;MI0022584
chr1;miRNA;202003129;202003150;+;MIMAT0027381;hsa-miR-6740-5p;5p;MI0022585
chr1;miRNA;202003215;202003236;+;MIMAT0027382;hsa-miR-6740-3p;3p;MI0022585
chr1;miRNA;225922116;225922137;-;MIMAT0027383;hsa-miR-6741-5p;5p;MI0022586
chr1;miRNA;225922080;225922101;-;MIMAT0027384;hsa-miR-6741-3p;3p;MI0022586
chr1;miRNA;228397083;228397104;-;MIMAT0027385;hsa-miR-6742-5p;5p;MI0022587
chr1;miRNA;228397048;228397067;-;MIMAT0027386;hsa-miR-6742-3p;3p;MI0022587
chr11;miRNA;209341;209362;+;MIMAT0027387;hsa-miR-6743-5p;5p;MI0022588
chr11;miRNA;209383;209405;+;MIMAT0027388;hsa-miR-6743-3p;3p;MI0022588
chr11;miRNA;1256610;1256628;+;MIMAT0027389;hsa-miR-6744-5p;5p;MI0022589
chr11;miRNA;1256648;1256670;+;MIMAT0027390;hsa-miR-6744-3p;3p;MI0022589
chr11;miRNA;47179615;47179635;-;MIMAT0027391;hsa-miR-6745;45;MI0022590
chr11;miRNA;61878252;61878273;-;MIMAT0027392;hsa-miR-6746-5p;5p;MI0022591
chr11;miRNA;61878216;61878237;-;MIMAT0027393;hsa-miR-6746-3p;3p;MI0022591
chr11;miRNA;62567043;62567066;-;MIMAT0027394;hsa-miR-6747-5p;5p;MI0022592
chr11;miRNA;62567011;62567031;-;MIMAT0027395;hsa-miR-6747-3p;3p;MI0022592
chr11;miRNA;62789820;62789841;+;MIMAT0027396;hsa-miR-6748-5p;5p;MI0022593
chr11;miRNA;62789865;62789885;+;MIMAT0027397;hsa-miR-6748-3p;3p;MI0022593
chr11;miRNA;64902429;64902450;-;MIMAT0027398;hsa-miR-6749-5p;5p;MI0022594
chr11;miRNA;64902387;64902407;-;MIMAT0027399;hsa-miR-6749-3p;3p;MI0022594
chr11;miRNA;64898409;64898432;-;MIMAT0027400;hsa-miR-6750-5p;5p;MI0022595
chr11;miRNA;64898363;64898383;-;MIMAT0027401;hsa-miR-6750-3p;3p;MI0022595
chr11;miRNA;65129951;65129973;-;MIMAT0027402;hsa-miR-6751-5p;5p;MI0022596
chr11;miRNA;65129916;65129936;-;MIMAT0027403;hsa-miR-6751-3p;3p;MI0022596
chr11;miRNA;67490250;67490271;+;MIMAT0027404;hsa-miR-6752-5p;5p;MI0022597
chr11;miRNA;67490295;67490315;+;MIMAT0027405;hsa-miR-6752-3p;3p;MI0022597
chr11;miRNA;68044794;68044815;+;MIMAT0027406;hsa-miR-6753-5p;5p;MI0022598
chr11;miRNA;68044932;68044953;+;MIMAT0027407;hsa-miR-6753-3p;3p;MI0022598
chr11;miRNA;71473508;71473529;+;MIMAT0027408;hsa-miR-6754-5p;5p;MI0022599
chr11;miRNA;71473546;71473567;+;MIMAT0027409;hsa-miR-6754-3p;3p;MI0022599
chr11;miRNA;86278338;86278359;+;MIMAT0027410;hsa-miR-6755-5p;5p;MI0022600
chr11;miRNA;86278377;86278398;+;MIMAT0027411;hsa-miR-6755-3p;3p;MI0022600
chr11;miRNA;119312985;119313007;-;MIMAT0027412;hsa-miR-6756-5p;5p;MI0022601
chr11;miRNA;119312950;119312969;-;MIMAT0027413;hsa-miR-6756-3p;3p;MI0022601
chr12;miRNA;53056949;53056970;+;MIMAT0027414;hsa-miR-6757-5p;5p;MI0022602
chr12;miRNA;53056990;53057011;+;MIMAT0027415;hsa-miR-6757-3p;3p;MI0022602
chr12;miRNA;57512693;57512715;+;MIMAT0027416;hsa-miR-6758-5p;5p;MI0022603
chr12;miRNA;57512731;57512750;+;MIMAT0027417;hsa-miR-6758-3p;3p;MI0022603
chr12;miRNA;57748656;57748677;-;MIMAT0027418;hsa-miR-6759-5p;5p;MI0022604
chr12;miRNA;57748618;57748639;-;MIMAT0027419;hsa-miR-6759-3p;3p;MI0022604
chr12;miRNA;111304147;111304169;+;MIMAT0027420;hsa-miR-6760-5p;5p;MI0022605
chr12;miRNA;111304189;111304209;+;MIMAT0027421;hsa-miR-6760-3p;3p;MI0022605
chr12;miRNA;111799839;111799859;+;MIMAT0027422;hsa-miR-6761-5p;5p;MI0022606
chr12;miRNA;111799882;111799903;+;MIMAT0027423;hsa-miR-6761-3p;3p;MI0022606
chr12;miRNA;113291528;113291550;+;MIMAT0027424;hsa-miR-6762-5p;5p;MI0022607
chr12;miRNA;113291586;113291608;+;MIMAT0027425;hsa-miR-6762-3p;3p;MI0022607
chr12;miRNA;132582002;132582020;+;MIMAT0027426;hsa-miR-6763-5p;5p;MI0022608
chr12;miRNA;132582041;132582061;+;MIMAT0027427;hsa-miR-6763-3p;3p;MI0022608
chr14;miRNA;100277362;100277383;+;MIMAT0027428;hsa-miR-6764-5p;5p;MI0022609
chr14;miRNA;100277397;100277417;+;MIMAT0027429;hsa-miR-6764-3p;3p;MI0022609
chr14;miRNA;105150840;105150864;-;MIMAT0027430;hsa-miR-6765-5p;5p;MI0022610
chr14;miRNA;105150778;105150798;-;MIMAT0027431;hsa-miR-6765-3p;3p;MI0022610
chr15;miRNA;89326782;89326805;-;MIMAT0027432;hsa-miR-6766-5p;5p;MI0022611
chr15;miRNA;89326742;89326763;-;MIMAT0027433;hsa-miR-6766-3p;3p;MI0022611
chr16;miRNA;2445397;2445419;+;MIMAT0027434;hsa-miR-6767-5p;5p;MI0022612
chr16;miRNA;2445436;2445457;+;MIMAT0027435;hsa-miR-6767-3p;3p;MI0022612
chr16;miRNA;2463972;2463994;+;MIMAT0027436;hsa-miR-6768-5p;5p;MI0022613
chr16;miRNA;2464011;2464034;+;MIMAT0027437;hsa-miR-6768-3p;3p;MI0022613
chr16;miRNA;4671323;4671343;+;MIMAT0027438;hsa-miR-6769a-5p;5p;MI0022614
